"1","New Brunswick","[13]","16","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Bathurst (CA), N.B.","[328]","17","16","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Campbellton (CA), N.B./Que.","[330]","18","16","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Campbellton (New Brunswick part) (CA), N.B.","[13330]","19","18","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Campbellton (Quebec part) (CA), Que.","[24330]","20","18","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Edmundston (CA), N.B.","[335]","21","16","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Fredericton (CMA), N.B.","[320]","22","16","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Miramichi (CA), N.B.","[329]","23","16","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Moncton (CMA), N.B.","[305]","24","16","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint John (CMA), N.B.","[310]","25","16","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Quebec","[24]","26","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Alma (CA), Que.","[410]","27","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Amos (CA), Que.","[481]","28","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Baie-Comeau (CA), Que.","[406]","29","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Cowansville (CA), Que.","[437]","30","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Dolbeau-Mistassini (CA), Que.","[411]","31","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Drummondville (CMA), Que.","[447]","32","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Granby (CA), Que.","[450]","33","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Joliette (CA), Que.","[456]","34","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Lachute (CA), Que.","[468]","35","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Matane (CA), Que.","[403]","36","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Montréal (CMA), Que.","[462]","37","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Québec (CMA), Que.","[421]","38","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Rimouski (CA), Que.","[404]","39","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Rivière-du-Loup (CA), Que.","[405]","40","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Rouyn-Noranda (CA), Que.","[485]","41","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saguenay (CMA), Que.","[408]","42","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Georges (CA), Que.","[428]","43","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Hyacinthe (CA), Que.","[452]","44","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sainte-Agathe-des-Monts (CA), Que.","[467]","45","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sainte-Marie (CA), Que.","[423]","46","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Salaberry-de-Valleyfield (CA), Que.","[465]","47","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sept-Îles (CA), Que.","[412]","48","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Shawinigan (CA), Que.","[444]","49","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sherbrooke (CMA), Que.","[433]","50","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sorel-Tracy (CA), Que.","[454]","51","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Thetford Mines (CA), Que.","[430]","52","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Trois-Rivières (CMA), Que.","[442]","53","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Val-d'Or (CA), Que.","[480]","54","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Victoriaville (CA), Que.","[440]","55","26","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Ontario","[35]","56","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Barrie (CMA), Ont.","[568]","57","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Belleville - Quinte West (CMA), Ont.","[522]","58","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Brantford (CMA), Ont.","[543]","59","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Brockville (CA), Ont.","[512]","60","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Centre Wellington (CA), Ont.","[531]","61","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Chatham-Kent (CA), Ont.","[556]","62","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Cobourg (CA), Ont.","[527]","63","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Collingwood (CA), Ont.","[567]","64","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Cornwall (CA), Ont.","[501]","65","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Elliot Lake (CA), Ont.","[582]","66","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Essa (CA), Ont.","[563]","67","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Greater Sudbury (CMA), Ont.","[580]","68","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Guelph (CMA), Ont.","[550]","69","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Hamilton (CMA), Ont.","[537]","70","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Hawkesbury (CA), Ont./Que.","[502]","71","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Hawkesbury (Ontario part) (CA), Ont.","[35502]","72","71","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Hawkesbury (Quebec part) (CA), Que.","[24502]","73","71","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Ingersoll (CA), Ont.","[533]","74","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kawartha Lakes (CA), Ont.","[530]","75","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kenora (CA), Ont.","[598]","76","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kingston (CMA), Ont.","[521]","77","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kitchener - Cambridge - Waterloo (CMA), Ont.","[541]","78","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","London (CMA), Ont.","[555]","79","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Midland (CA), Ont.","[571]","80","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Norfolk (CA), Ont.","[547]","81","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","North Bay (CA), Ont.","[575]","82","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Orillia (CA), Ont.","[569]","83","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Oshawa (CMA), Ont.","[532]","84","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Ottawa - Gatineau (CMA), Ont./Que.","[505]","85","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Ottawa - Gatineau (Ontario part) (CMA), Ont.","[35505]","86","85","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Ottawa - Gatineau (Quebec part) (CMA), Que.","[24505]","87","85","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Owen Sound (CA), Ont.","[566]","88","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Pembroke (CA), Ont.","[515]","89","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Petawawa (CA), Ont.","[516]","90","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Peterborough (CMA), Ont.","[529]","91","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Port Hope (CA), Ont.","[528]","92","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sarnia (CA), Ont.","[562]","93","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sault Ste. Marie (CA), Ont.","[590]","94","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","St. Catharines - Niagara (CMA), Ont.","[539]","95","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Stratford (CA), Ont.","[553]","96","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Thunder Bay (CMA), Ont.","[595]","97","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Tillsonburg (CA), Ont.","[546]","98","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Timmins (CA), Ont.","[586]","99","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Toronto (CMA), Ont.","[535]","100","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Wasaga Beach (CA), Ont.","[565]","101","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Windsor (CMA), Ont.","[559]","102","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Woodstock (CA), Ont.","[544]","103","56","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Manitoba","[46]","104","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Brandon (CA), Man.","[610]","105","104","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Portage la Prairie (CA), Man.","[607]","106","104","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Steinbach (CA), Man.","[605]","107","104","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Thompson (CA), Man.","[640]","108","104","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Winkler (CA), Man.","[603]","109","104","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Winnipeg (CMA), Man.","[602]","110","104","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saskatchewan","[47]","111","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Estevan (CA), Sask.","[750]","112","111","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Moose Jaw (CA), Sask.","[715]","113","111","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","North Battleford (CA), Sask.","[735]","114","111","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Prince Albert (CA), Sask.","[745]","115","111","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Regina (CMA), Sask.","[705]","116","111","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saskatoon (CMA), Sask.","[725]","117","111","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Swift Current (CA), Sask.","[720]","118","111","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Weyburn (CA), Sask.","[755]","119","111","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Yorkton (CA), Sask.","[710]","120","111","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Alberta","[48]","121","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Brooks (CA), Alta.","[806]","122","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Calgary (CMA), Alta.","[825]","123","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Camrose (CA), Alta.","[833]","124","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Canmore (CA), Alta.","[828]","125","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Edmonton (CMA), Alta.","[835]","126","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Grande Prairie (CA), Alta.","[850]","127","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","High River (CA), Alta.","[821]","128","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Lacombe (CA), Alta.","[832]","129","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Lethbridge (CMA), Alta.","[810]","130","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Lloydminster (CA), Alta./Sask.","[840]","131","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Lloydminster (Alberta part) (CA), Alta.","[48840]","132","131","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Lloydminster (Saskatchewan part) (CA), Sask.","[47840]","133","131","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Medicine Hat (CA), Alta.","[805]","134","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Okotoks (CA), Alta.","[820]","135","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Red Deer (CMA), Alta.","[830]","136","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Strathmore (CA), Alta.","[826]","137","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sylvan Lake (CA), Alta.","[831]","138","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Wetaskiwin (CA), Alta.","[865]","139","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Wood Buffalo (CA), Alta.","[860]","140","121","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","British Columbia","[59]","141","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Abbotsford - Mission (CMA), B.C.","[932]","142","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Campbell River (CA), B.C.","[944]","143","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Chilliwack (CMA), B.C.","[930]","144","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Courtenay (CA), B.C.","[943]","145","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Cranbrook (CA), B.C.","[905]","146","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Dawson Creek (CA), B.C.","[975]","147","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Duncan (CA), B.C.","[937]","148","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Fort St. John (CA), B.C.","[977]","149","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kamloops (CMA), B.C.","[925]","150","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kelowna (CMA), B.C.","[915]","151","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Ladysmith (CA), B.C.","[936]","152","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Nanaimo (CMA), B.C.","[938]","153","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Nelson (CA), B.C.","[907]","154","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Parksville (CA), B.C.","[939]","155","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Penticton (CA), B.C.","[913]","156","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Port Alberni (CA), B.C.","[940]","157","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Powell River (CA), B.C.","[945]","158","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Prince George (CA), B.C.","[970]","159","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Prince Rupert (CA), B.C.","[955]","160","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Quesnel (CA), B.C.","[952]","161","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Salmon Arm (CA), B.C.","[920]","162","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Squamish (CA), B.C.","[934]","163","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Terrace (CA), B.C.","[965]","164","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Trail (CA), B.C.","[910]","165","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Vancouver (CMA), B.C.","[933]","166","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Vernon (CA), B.C.","[918]","167","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Victoria (CMA), B.C.","[935]","168","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Williams Lake (CA), B.C.","[950]","169","141","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Yukon","[60]","170","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Whitehorse (CA), Y.T.","[990]","171","170","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Northwest Territories","[61]","172","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Yellowknife (CA), N.W.T.","[995]","173","172","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Nunavut","[62]","174","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"2","Total - Age","","1","","",,,,
"2","15 to 24 years","","2","1","",,,,
"2","25 to 64 years","","3","1","",,,,
"2","25 to 54 years","","4","3","",,,,
"2","25 to 34 years","","5","4","",,,,
"2","35 to 44 years","","6","4","",,,,
"2","45 to 54 years","","7","4","",,,,
"2","55 to 64 years","","8","3","",,,,
"2","65 years and over","","9","1","",,,,
"2","65 to 74 years","","10","9","",,,,
"2","75 years and over","","11","9","",,,,
"3","Total - Gender","","1","","",,,,
"3","Men+","","2","1","",5,,,
"3","Women+","","3","1","",6,,,
"4","Total - Total income","","1","","",,,,
"4","Without total income","","2","1","",,,,
"4","With total income","","3","1","",,,,
"4","Percentage with total income","","4","","",,,,
"4","Under $5,000 (including loss)","","5","","",,,,
"4","$5,000 to $9,999","","6","","",,,,
"4","$10,000 to $14,999","","7","","",,,,
"4","$15,000 to $19,999","","8","","",,,,
"4","$20,000 to $24,999","","9","","",,,,
"4","$25,000 to $29,999","","10","","",,,,
"4","$30,000 to $34,999","","11","","",,,,
"4","$35,000 to $39,999","","12","","",,,,
"4","$40,000 to $44,999","","13","","",,,,
"4","$45,000 to $49,999","","14","","",,,,
"4","$50,000 to $54,999","","15","","",,,,
"4","$55,000 to $59,999","","16","","",,,,
"4","$60,000 to $69,999","","17","","",,,,
"4","$70,000 to $79,999","","18","","",,,,
"4","$80,000 to $89,999","","19","","",,,,
"4","$90,000 to $99,999","","20","","",,,,
"4","$100,000 and over","","21","","",,,,
"4","$100,000 to $149,999","","22","21","",,,,
"4","$150,000 and over","","23","21","",,,,
"4","Median total income ($)","","24","","",8,,,
"5","2020","","1","","",,,,
"5","2015","","2","","",,,,

Symbol Legend
Description,Symbol
"not available for a specific reference period","..",
"less than the limit of detection","<LOD",
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded","0s",
"data quality: excellent","A",
"data quality: very good","B",
"data quality: good","C",
"data quality: acceptable","D",
"use with caution","E",
"too unreliable to be published","F",
"not applicable","...",
"preliminary","p",
"revised","r",
"suppressed to meet the confidentiality requirements of the Statistics Act","x",
"terminated","t",

"Survey Code","Survey Name"
"3901","Census of Population"

"Note ID",Note
1,"The boundaries and names of census geographies can change from one census to the next. In order to facilitate data comparisons between censuses, previous census data have been adjusted to reflect as closely as possible the 2021 boundaries of these areas. The methodology used for this adjustment involved spatially linking blocks of previous censuses (concordance to the 1996 Census used the 1996 enumeration areas to the 2021 boundaries). A previous census block was linked to the 2021 area within which its representative point fell. A limited number of interactive linkages were completed to further enhance the adjustment in certain areas. For some census geographies, it was not possible to reflect the 2021 boundaries. The 2021 boundaries may not be reflected as there was no previous census block to assign to the 2021 area. As well previous census data for some 2021 areas may not be available due to the fact that the concordance did not produce an accurate representation of the 2021 area."
2,"Age    'Age' refers to the age of a person (or subject) of interest at last birthday (or relative to a specified, well-defined reference date)."
3,"Gender  Gender refers to an individual's personal and social identity as a man, woman or non-binary person (a person who is not exclusively a man or a woman).   Gender includes the following concepts:   gender identity, which refers to the gender that a person feels internally and individually;   gender expression, which refers to the way a person presents their gender, regardless of their gender identity, through body language, aesthetic choices or accessories (e.g., clothes, hairstyle and makeup), which may have traditionally been associated with a specific gender.  A person's gender may differ from their sex at birth, and from what is indicated on their current identification or legal documents such as their birth certificate, passport or driver's licence. A person's gender may change over time.   Some people may not identify with a specific gender."
4,"Given that the non-binary population is small, data aggregation to a two-category gender variable is sometimes necessary to protect the confidentiality of responses provided. In these cases, individuals in the category “non-binary persons” are distributed into the other two gender categories and are denoted by the “+” symbol.    The sex variable in census years prior to 2021 and the two-category gender variable in the 2021 Census are included together in the [data table]. Although sex and gender refer to two different concepts, the introduction of gender is not expected to have a significant impact on data analysis and historical comparability, given the small size of the transgender and non-binary populations. For additional information on changes of concepts over time, please consult the Age, Sex at Birth and Gender Reference Guide."
5,"Prior to the 2021 Census, this category refers to males. Starting in 2021, this category includes men (and/or boys), as well as some non-binary persons."
6,"Prior to the 2021 Census, this category refers to females. Starting in 2021, this category includes women (and/or girls), as well as some non-binary persons."
7,"Total income  Total income refers to the sum of certain incomes (in cash and, in some circumstances, in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:  – Statistical units of social statistical programs such as persons, private households, census families and economic families;  – Statistical units of business statistical programs such as enterprises, companies, establishments and locations; and  – Statistical units of farm statistical programs such as farm operator and farm family.  In the context of persons, total income refers to receipts from certain sources, before income taxes and deductions, during a specified reference period.  In the context of census families, total income refers to receipts from certain sources of all of its family members, before income taxes and deductions, during a specified reference period.  In the context of economic families, total income refers to receipts from certain sources of all of its family members, before income taxes and deductions, during a specified reference period.  In the context of households, total income refers to receipts from certain sources of all household members, before income taxes and deductions, during a specified reference period.  The monetary receipts included are those that tend to be of a regular and recurring nature. Receipts that are included as income are:  employment income from wages, salaries, tips, commissions and net income from self-employment (for both unincorporated farm and non-farm activities);  income from investment sources, such as dividends and interest on bonds, accounts, guaranteed investment certificates (GICs) and mutual funds;  income from employer and personal pension sources, such as private pensions and payments from annuities and registered retirement income funds (RRIFs);  other regular cash income, such as child support payments received, spousal support payments (alimony) received and scholarships;  income from government sources, such as social assistance, child benefits, Employment Insurance benefits, Old Age Security benefits, COVID-19 benefits and Canada Pension Plan and Québec Pension Plan benefits and disability income.  Receipts excluded from this income definition are:  one-time receipts, such as lottery winnings, gambling winnings, cash inheritances, lump-sum insurance settlements and tax-free savings account (TFSA) or registered retirement savings plan (RRSP) withdrawals;  capital gains because they are not by their nature regular and recurring. It is further assumed that they are more relevant to the concept of wealth than the concept of income;  employers' contributions to registered pension plans, Canada Pension Plan, Québec Pension Plan and Employment Insurance;  voluntary inter-household transfers, imputed rent, goods and services produced for barter and goods produced for own consumption.  For the 2021 Census, the reference period for income data is the calendar year 2020, unless otherwise specified."
8,"The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative)."

"Correction ID","Correction Date","Correction Note"
"Dimension ID","Member ID","Attribute Key",Title,Label,"Long Label",Value
1,1,17,"TNR_SHORT_FORM","Short-form total non-response rate","Short-form total non-response rate","3.1"
1,1,3,"ALT_GEO_CODE","Alternative geographic code","Alternative geographic code","01"
1,1,4,"GEO_LEVEL_DESC","Geographic level","Geographic level","Country"
1,1,5,"GEO_TYPE_ABBR","Geographic area type abbreviation","Geographic area type abbreviation","Country"
1,1,9,"PROV_ABBR","Province or territory abbreviation","Province or territory abbreviation","..."
1,1,10,"PR_CODE","Province or territory geocode","Province or territory geocode","01"
1,1,14,"DQF_NOTE","Data quality note","Data quality note","Excludes census data for one or more incompletely enumerated reserves or settlements."
1,1,15,"GEO_TYPE_DESC","Geographic area type","Geographic area type","Country"
1,1,12,"GEO_NAME","Geography name","Geography name","Canada"
1,1,13,"DQF_CODE","Data quality flag","Data quality flag","20000"
1,1,16,"DGUID","Dissemination Geography Unique Identifier (DGUID)","Dissemination Geography Unique Identifier (DGUID)","2021A000011124"
1,1,18,"TNR_LONG_FORM","Long-form total non-response rate","Long-form total non-response rate","4.3"
1,2,17,"TNR_SHORT_FORM","Short-form total non-response rate","Short-form total non-response rate","3.1"
1,2,3,"ALT_GEO_CODE","Alternative geographic code","Alternative geographic code","10"
1,2,4,"GEO_LEVEL_DESC","Geographic level","Geographic level","Province or territory"
1,2,5,"GEO_TYPE_ABBR","Geographic area type abbreviation","Geographic area type abbreviation","PR"
1,2,9,"PROV_ABBR","Province or territory abbreviation","Province or territory abbreviation","N.L."
1,2,10,"PR_CODE","Province or territory geocode","Province or territory geocode","10"
1,2,14,"DQF_NOTE","Data quality note","Data quality note","..."
1,2,15,"GEO_TYPE_DESC","Geographic area type","Geographic area type","Province"
1,2,12,"GEO_NAME","Geography name","Geography name","Newfoundland and Labrador"
1,2,13,"DQF_CODE","Data quality flag","Data quality flag","00000"
1,2,16,"DGUID","Dissemination Geography Unique Identifier (DGUID)","Dissemination Geography Unique Identifier (DGUID)","2021A000210"
1,2,18,"TNR_LONG_FORM","Long-form total non-response rate","Long-form total non-response rate","4.4"
1,3,17,"TNR_SHORT_FORM","Short-form total non-response rate","Short-form total non-response rate","1.3"
1,3,3,"ALT_GEO_CODE","Alternative geographic code","Alternative geographic code","015"
